Game,Câu hỏi,Đáp án
Rise of Kingdoms,Người sáng lập Edo Bakufu,Tokugawa Ieyasu
Rise of Kingdoms,Pháp và Đức đều từng là một phần của Vương quốc phong kiến ​​nào?,Pháp
Rise of Kingdoms,Ngày Quốc khánh Pháp 14/7 trùng với sự kiện lịch sử nào?,Tấn công Bastille
Rise of Kingdoms,"Từ thế kỷ 17 đến thế kỷ 19, Vương quốc Phổ chủ yếu nằm ở quốc gia hiện đại nào?",Nước Đức
Rise of Kingdoms,"Từ thế kỷ 8 đến thế kỷ 11 CN, người châu Âu thường gọi những kẻ xâm lược Scandinavia thường xuyên tàn phá vùng đất của họ là gì?",Người Viking
Rise of Kingdoms,Thí nghiệm Tháp nghiêng Pisa của Galileo đã lật đổ lý thuyết của nhà khoa học Hy Lạp cổ đại nào?,Aristote
Rise of Kingdoms,"Được tổ chức vào năm 1929, lễ trao giải Oscar (“Giải Oscar”) đầu tiên kéo dài bao lâu?",15 phút
Rise of Kingdoms,Henry I lên ngôi nước Anh vào năm 1100 sau đó người thân nào qua đời?,Anh trai của anh ấy
Rise of Kingdoms,Người chỉ huy nào sau đây xuất sắc trong việc lãnh đạo Calvary?,Minamoto no Yoshitsune
Rise of Kingdoms,Chữ tượng hình là một phần của hệ thống chữ viết chính thức của quốc gia nào?,Ai Cập cổ đại
Rise of Kingdoms,‘The Iliad’ của Homer tập trung vào các sự kiện xảy ra trong cuộc chiến hay trận chiến nào?,Cuộc chiến thành Troy
Rise of Kingdoms,Saladin đã thay đổi Trung Đông như thế nào?,Palestine
Rise of Kingdoms,Làm thế nào để bạn nhận được tín dụng Công nghệ Liên minh?,Bằng cách quyên góp cho Liên minh
Rise of Kingdoms,Cuộc chiến Trăm Năm kéo dài bao lâu?,116 năm
Rise of Kingdoms,Thời gian tăng cường “Mở rộng quân đội cơ bản” kéo dài bao lâu?,4 giờ
Rise of Kingdoms,Vật phẩm Tuyển dụng Thợ xây kéo dài bao lâu?,2 ngày
Rise of Kingdoms,Một thống đốc có thể có bao nhiêu điểm hành động?,1000
Rise of Kingdoms,Một người trưởng thành có bao nhiêu xương?,206
Rise of Kingdoms,Bạn cần bao nhiêu Điểm hoạt động hàng ngày trong “Lucerne Scrolls” để nhận phần thưởng manh mối Quà tặng hàng ngày?,50
Rise of Kingdoms,Có bao nhiêu Chỉ huy Tinh nhuệ trong trò chơi?,5
Rise of Kingdoms,Mỗi bàn tay của nhân vật hoạt hình chuột Mickey có bao nhiêu ngón tay?,4
Rise of Kingdoms,Tôi nên trang bị bao nhiêu vật phẩm cùng chất lượng để hoàn thành “Sẵn sàng chiến đấu”?,6
Rise of Kingdoms,Có bao nhiêu chữ cái được sử dụng trong phiên bản tiếng Anh ngày nay?,26
Rise of Kingdoms,Jesse Owens người Mỹ gốc Phi đã giành được bao nhiêu huy chương vàng Olympic vào năm 1936?,4
Rise of Kingdoms,Sự kiện The Mightiest Governor có bao nhiêu giai đoạn?,5
Rise of Kingdoms,Có bao nhiêu rương phần thưởng được trao khi đạt 60 điểm hoạt động hàng ngày?,3
Rise of Kingdoms,Đế chế Mông Cổ đã bị chia cắt thành bao nhiêu hãn quốc hoặc đế chế riêng biệt vào thời điểm Hốt Tất Liệt qua đời vào năm 1294?,4
Rise of Kingdoms,Bạn có thể nhận được trợ giúp liên minh bao nhiêu lần nếu trung tâm liên minh của bạn ở cấp 25?,30
Rise of Kingdoms,Ký tự 1 được sử dụng bao nhiêu lần khi bạn viết từ số 1 đến số 99?,20
Rise of Kingdoms,Thống đốc có thể cử bao nhiêu quân với Tòa thị chính cấp 17 trở lên?,4
Rise of Kingdoms,Bạn có thể mua bao nhiêu điểm VIP với 200 viên đá quý?,200
Rise of Kingdoms,Có bao nhiêu năm cách nhau giữa mỗi Thế vận hội Olympic mùa đông?,4
Rise of Kingdoms,Vật phẩm Tấn công nâng cao (Nâng cao) sẽ tăng sức tấn công của bạn đến mức nào?,10%
Rise of Kingdoms,Vật phẩm Thu thập Nâng cao sẽ tăng tốc độ thu thập của bạn lên bao nhiêu?,50%
Rise of Kingdoms,Kinh thánh Gutenberg được đưa vào sản xuất hàng loạt như thế nào?,Máy in loại di động
Rise of Kingdoms,"Năm 1998, Giải vô địch bóng đá thế giới lần thứ 16 được tổ chức ở nước nào?",Pháp
Rise of Kingdoms,"Ở Ai Cập cổ đại, điều nào sau đây KHÔNG phải là đặc quyền của ‘Người ghi chép’?",Miễn thanh toán chi phí y tế nếu bị bệnh
Rise of Kingdoms,"Ở Hy Lạp cổ đại, triết gia nào thích thảo luận về các ý tưởng trên một con phố mà lúc đó có biệt danh là Trường phái Peripatetic?",Aristote
Rise of Kingdoms,"Trong thần thoại Hy Lạp cổ đại, cha của Hermes là ai?",Thần Zeus
Rise of Kingdoms,"Trong thần thoại Hy Lạp cổ đại, ai là vợ của Hades, vua địa ngục?",Persephone
Rise of Kingdoms,Trong Ark of Osiris có thể sử dụng tính năng tăng tốc nào?,Tăng tốc độ chữa bệnh
Rise of Kingdoms,"Trong Ark of Osiris, liên minh đầu tiên chiếm giữ một đài tưởng niệm kiếm được bao nhiêu lần dịch chuyển?",8
Rise of Kingdoms,"Trong Ark of Osiris, bạn phải lấy Ark ở đâu?",Hộ tống Ark đến tòa nhà không có kẻ thù
Rise of Kingdoms,"Vào thời nhà Hán của Trung Quốc, ai đã mở Con đường tơ lụa theo lệnh của Hoàng đế Wu?",Trương Khiên
Rise of Kingdoms,"Trong thần thoại Hy Lạp, vị anh hùng nào đi tìm bộ lông cừu vàng?",Jason
Rise of Kingdoms,"Trong thần thoại Hy Lạp, hoàng tử thành Troia Paris đã tặng quả táo vàng có khắc hình nữ thần xinh đẹp nhất cho ai?",Aphrodite
Rise of Kingdoms,"Trong thần thoại Hy Lạp, Nữ thần Eos được gọi là gì?",Nữ thần bình minh
Rise of Kingdoms,"Trong thần thoại Hy Lạp, điểm yếu duy nhất của Achilles là gì?",Gót chân của anh ấy
Rise of Kingdoms,"Trong thần thoại Hy Lạp, con chó 3 đầu của Hades canh giữ cổng Địa ngục tên là gì?",Cerberus
Rise of Kingdoms,"Trong thần thoại Hy Lạp, vị anh hùng nào đã yêu cầu Bộ lông cừu vàng?",Jason
Rise of Kingdoms,"Trong mã Morse, độ dài dấu chấm giữa hai từ là bao nhiêu?",7
Rise of Kingdoms,"Trong hầu hết các trường hợp, loại muỗi nào sẽ uống máu động vật?",Muỗi cái
Rise of Kingdoms,"Trong hầu hết các trường hợp, loại sư tử nào có bờm?",Nam trưởng thành
Rise of Kingdoms,"Trong Thần thoại Bắc Âu, Cây Thế giới là loại cây gì?",Tro
Rise of Kingdoms,"Trong thần thoại Bắc Âu, chiếc búa Mjolnir thuộc về ai?",Thor
Rise of Kingdoms,"Trong thần thoại Bắc Âu, ai sử dụng vũ khí Gungnir?",Odin
Rise of Kingdoms,"Ở ROK, Cataphract là đơn vị đặc biệt của nền văn minh nào?",Byzantium
Rise of Kingdoms,"Ở ROK, Hwarang là đơn vị đặc biệt của nền văn minh nào?",Hàn Quốc
Rise of Kingdoms,"Ở Hàn Quốc, Ném Rìu là đơn vị đặc biệt của nền văn minh",Pháp
Rise of Kingdoms,"Trong lịch sử nước Nga, Sa hoàng đầu tiên được đặt cho biệt danh nào vì sự chuyên chế của họ?",Ivan khủng khiếp
Rise of Kingdoms,"Trong Sách Xuất Hành, ai là người dẫn dắt dân Do Thái đến Đất Hứa?",Môi-se
Rise of Kingdoms,"Trong trang Chế độ xem Chỉ huy, các chỉ huy đóng vai trò là “Đội trưởng tiên phong” nhận được buff gì?",1% Tấn công tập hợp & Tốc độ tập hợp quân hành quân
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là “Lính bảo vệ giáp sắt” nhận được buff gì?",1% máu quân đội
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là “Đốc Quân” nhận được buff gì?",1% Phòng thủ và máu của quân đội
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là “Lính cảnh binh” nhận được buff gì?",Tăng và sát thương 5% XP so với Barbarians (không có câu
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là “Đội trưởng cung ứng” nhận được buff gì?",5% tốc độ thu thập và tải quân
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là “Nhân viên thuế quan” nhận được buff gì?",Tốc độ thu thập 5%
Rise of Kingdoms,"Trong trang Chế độ xem Chỉ huy, các chỉ huy đóng vai trò là “thợ khoan” sẽ nhận được buff gì?",Tấn công quân đội 1%
Rise of Kingdoms,Trận chiến Marengo diễn ra ở quốc gia nào?,Ý
Rise of Kingdoms,“Trận chiến sông Phỉ” diễn ra vào thời đại nào trong lịch sử Trung Quốc khi một số ít binh sĩ đã chinh phục được một lực lượng vượt trội hơn rất nhiều?,Nhà Đông Tấn
Rise of Kingdoms,Einstein xuất bản bốn Annus Mirabilis (“Giấy tờ thần kỳ”) vào năm nào?,1905
Rise of Kingdoms,Tượng Nàng Tiên Cá của Đan Mạch nằm ở thành phố nào?,Copenhagen
Rise of Kingdoms,Cuộc chiến tranh Carlist diễn ra ở quốc gia nào trong thế kỷ 19?,Tây ban nha
Rise of Kingdoms,Stonehenge bí ẩn nằm ở quốc gia nào?,Vương quốc Anh
Rise of Kingdoms,Máy điều hòa được phát minh ở nước nào?,Hoa Kỳ
Rise of Kingdoms,"Tập đoàn Carlsberg, nhà sản xuất bia hàng đầu, được thành lập vào năm 1847 ở quốc gia nào?",Đan Mạch
Rise of Kingdoms,Nhà chiến lược quân sự và cách mạng nổi tiếng Simón Bolívar sinh ra ở nước nào?,Venezuela
Rise of Kingdoms,Kính hiển vi được phát minh ở nước nào?,Hà Lan
Rise of Kingdoms,"Somme, chiến trường nổi tiếng nhất trong Thế chiến thứ nhất, nằm ở quốc gia nào?",Pháp
Rise of Kingdoms,Mì ăn liền được phát minh đầu tiên ở nước nào?,Nhật Bản
Rise of Kingdoms,“Star Chamber” tọa lạc ở cung điện nước Anh nào?,Cung điện Westminster
Rise of Kingdoms,Bức tranh Mona Lisa hiện đang được trưng bày ở phòng trưng bày nào?,Bảo tàng Louvre
Rise of Kingdoms,Đế chế Srivijaya nằm ở khu vực nào?,Đông Nam Á
Rise of Kingdoms,Bản giao hưởng số 5 cung C thứ của Beethoven được ra mắt tại nhà hát nào vào năm 1808?,Nhà hát an der Wien
Rise of Kingdoms,The Beatles được thành lập vào năm 1960 ở thành phố nào của Vương quốc Anh?,Liverpool
Rise of Kingdoms,Alexander Fleming đã khám phá ra penicillin vào năm nào?,1928
Rise of Kingdoms,Richard và Saladin ký hiệp định đình chiến vào năm nào?,1192
Rise of Kingdoms,Richard the Lionheart và Saladin ký hiệp định đình chiến vào năm nào?,1192
Rise of Kingdoms,Trận Quan Độ diễn ra vào năm nào?,200
Rise of Kingdoms,Ấn bản đầu tiên của “Nhật ký Anne Frank” được xuất bản vào năm nào?,1947
Rise of Kingdoms,Giải quần vợt Wimbledon đầu tiên được tổ chức vào năm nào?,1877
Rise of Kingdoms,Bộ luật Napoléon được ban hành vào năm nào?,1804
Rise of Kingdoms,Ăn không đủ nguyên tố nào có thể gây ra bệnh phì đại tuyến giáp?,Iốt
Rise of Kingdoms,Nguyên nhân địa hình núi đá vôi,Sự hòa tan của đá hòa tan
Rise of Kingdoms,Keira từng thách thức sự kỳ vọng của thế giới về cô trong một trận chiến vẻ vang. Trận chiến này diễn ra ở đâu?,Hẻm núi hoàng hôn
Rise of Kingdoms,Không dung nạp Lactose là do thiếu chất gì?,Lactase
Rise of Kingdoms,"Vị chỉ huy huyền thoại của triều đại Joseon, Yi Sun-sin, đã hy sinh mạng sống trong trận chiến nổi tiếng nào?",Trận Noryang
Rise of Kingdoms,Thành phố đã mất,Người Inca
Rise of Kingdoms,Loại di động được sử dụng lần đầu tiên ở nước nào?,Trung Quốc
Rise of Kingdoms,Đột biến là sự thay đổi về cái gì?,ADN
Rise of Kingdoms,Đột biến rất quan trọng vì chúng mang lại kết quả gì?,Sự biến đổi di truyền cần thiết cho quần thể tiến hóa
Rise of Kingdoms,Quốc huy của Ireland,Đàn hạc
Rise of Kingdoms,Những người theo chủ nghĩa nhân văn phương Bắc như Erasmus được biết đến nhiều nhất vì điều gì?,Quan tâm đến tôn giáo và hình thức xã hội
Rise of Kingdoms,"Trong 12 con giáp của Trung Quốc, con nào đứng trước?",Chuột / Chuột
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, tướng nào phù hợp nhất để dẫn quân CHỐNG LẠI kẻ thù là cung thủ?",Tào Tháo
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, tướng nào phù hợp nhất để dẫn quân CHỐNG kỵ binh địch?",Tôn Tử
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, ai là người phù hợp nhất để dẫn quân chống lại kẻ thù bộ binh?",Hermann
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, ai là người phù hợp nhất để dẫn quân khi thu thập tài nguyên?",Seondeok
Rise of Kingdoms,"Trong các quốc gia sau đây, quốc gia nào có diện tích nhỏ nhất?",Thành phố Vatican
Rise of Kingdoms,"Trong số những điều sau đây, điều nào có nhiều khả năng trực tiếp dẫn đến Thời đại đồ đồng nhất?",Đồng cứng hơn và bền hơn các kim loại khác hiện có vào thời điểm đó.
Rise of Kingdoms,Biện pháp chính thức Martin Luther,Sắc lệnh của sâu bọ
Rise of Kingdoms,Phần cũ của đế chế mà đất nước châu Á đặt chân lên,Iran
Rise of Kingdoms,"Trong chuyến hành trình đầu tiên bi thảm, đích đến dự định của tàu Titanic là gì?",New York
Rise of Kingdoms,Người hầu đầu tiên sống ở lục địa nào?,Châu phi
Rise of Kingdoms,Loài người thường được cho là có nguồn gốc ở lục địa nào?,Châu phi
Rise of Kingdoms,Một “ngày” trên sao Kim xấp xỉ bằng bao nhiêu ngày trên trái đất?,243 ngày
Rise of Kingdoms,Gấu trúc có 5 ngón chân có móng vuốt cũng như ngón chân thứ sáu. Gấu trúc sử dụng chữ số thứ sáu để làm gì?,Để cầm tre khi ăn.
Rise of Kingdoms,Nữ hoàng Guinevere đã yêu Hiệp sĩ Bàn tròn nào theo truyền thuyết Arthurian?,Lancelot
Rise of Kingdoms,Nữ hoàng Victoria của Anh là thành viên của hoàng gia nào?,Ngôi nhà của Hannover
Rise of Kingdoms,Raphael được biết đến nhiều nhất với tác phẩm nào sau đây?,Trường học Athens
Rise of Kingdoms,Raphael được biết đến nhiều nhất?,Trường học Athens
Rise of Kingdoms,"Các họa sĩ thời Phục hưng ở Flanders, cũng như ở Ý, có xu hướng sáng tác loại tác phẩm nghệ thuật nào?",Thực tế
Rise of Kingdoms,Ông già Noel đi trên chiếc xe trượt tuyết do con vật nào kéo?,Tuần lộc
Rise of Kingdoms,"Kể từ khi thành lập năm 1863, Ủy ban Chữ Thập Đỏ Quốc tế đã bao nhiêu lần đoạt giải Nobel Hòa bình?",3
Rise of Kingdoms,“Trận Las Navas de Tolosa” là bước ngoặt lớn trong cuộc xung đột nào?,Người tái chinh phục
Rise of Kingdoms,Một số nhà sử học coi “Ngày Ngói” là ngày đánh dấu sự khởi đầu của Cách mạng Pháp. Nó diễn ra ở thành phố nào?,Grenoble
Rise of Kingdoms,“Dao cắt chuồn chuồn” là vũ khí được chiến binh huyền thoại nào lựa chọn?,Honda Tadakatsu
Rise of Kingdoms,“Nút thắt Windsor” được vị vua nào của nước Anh phổ biến?,Edward VIII
Rise of Kingdoms,Rương thành tích 1000 điểm bao gồm,Tác phẩm điêu khắc chỉ huy sử thi
Rise of Kingdoms,Không khí thường có cảm giác trong lành hơn sau cơn giông vì đã được làm giàu bằng khí nào?,Ôzôn
Rise of Kingdoms,“Giấc mơ Mỹ” bắt nguồn từ tài liệu nào sau đây?,Tuyên ngôn độc lập
Rise of Kingdoms,"Bastille, nhà tù từng nằm ở trung tâm Paris, Pháp, ban đầu phục vụ mục đích gì?",Pháo đài phòng thủ
Rise of Kingdoms,Bức tượng khổng lồ ở Rhodes mô tả vị thần mặt trời nào?,Helios
Rise of Kingdoms,Khái niệm “phân chia quyền lực” xuất phát từ tác phẩm nào của Montesquieu?,Tinh thần của pháp luật
