Game,Câu hỏi,Đáp án
Rise of Kingdoms,Cuộc chiến nào đã kết thúc sự thống trị của House of Plantagenet và bắt đầu sự thống trị của những người Tudors ở Anh?,Cuộc chiến của hoa hồng
Rise of Kingdoms,Chỉ huy nào được mệnh danh là tử thần?,Sarka
Rise of Kingdoms,Cái nào trong số này không phải là tài nguyên thiên nhiên?,Quần áo
Rise of Kingdoms,Các cuộc chiến tranh Punic đã được chiến đấu bởi La Mã Cổ đại và những Đế chế Cổ đại nào khác?,Carthage
Rise of Kingdoms,Nữ Pharaoh cuối cùng của Vương triều Ptolemy là ai?,Cleopatra VII
Rise of Kingdoms,Raphael được biết đến nhiều nhất với việc tạo ra tác phẩm nào sau đây?,Trường học Athens
Rise of Kingdoms,Có bao nhiêu giai đoạn trong sự kiện The Mightiest Governor?,5.0
Rise of Kingdoms,Chỉ huy nào được gọi là lãnh chúa của Kamakura?,Minamoto no Yoshitsune
Rise of Kingdoms,Cấp cao nhất mà Tòa thị chính có thể đạt được trong Rise of Kingdoms là gì?,25.0
Rise of Kingdoms,Quốc gia nào bắt đầu truyền thống của ngày làm việc 8 giờ?,Vương quốc Anh
Rise of Kingdoms,Điều nào sau đây KHÔNG được phát minh ở Trung Quốc?,Máy đo địa chấn
Rise of Kingdoms,"Trong khi Gutenberg giới thiệu máy in ở châu Âu, phát minh của ông bị ảnh hưởng bởi quốc gia nào, người đầu tiên phát triển loại có thể chuyển động?",Trung Quốc
Rise of Kingdoms,"Bốn giống Guzheng chính ở Trung Quốc cổ đại là Haozhong, Luqi, Jiaowei, và ...?",Raoliang
Rise of Kingdoms,Kỹ năng nào sau đây KHÔNG phải là một trong những kỹ năng của El Cid?,Tinh thần hiệp sĩ
Rise of Kingdoms,Minamoto no Yoshitsune đã cùng ai gây dựng một đội quân để chống lại Taira no Kiyomori?,Minamoto no Yoritomo
Rise of Kingdoms,Màu da của gấu bắc cực là gì?,Đen
Rise of Kingdoms,"Sự khác biệt giữa các loài, như mỏ chim khác nhau, được gọi là",Các biến thể
Rise of Kingdoms,Độ dài của marathon tính bằng km là bao nhiêu?,"42,2 km"
Rise of Kingdoms,Rượu sẽ ảnh hưởng đến bộ phận nào của não?,Tiểu não
Rise of Kingdoms,Phần thưởng sức khỏe quân đội bạn có thể nhận được từ Bệnh viện được nâng cấp hoàn chỉnh là gì?,0.01
Rise of Kingdoms,Sách Giao ước được dùng để làm gì?,Nâng cấp lâu đài
Rise of Kingdoms,Loại đơn vị nào mạnh khi chống lại Cung thủ?,kỵ sĩ
Rise of Kingdoms,Loại đơn vị nào mạnh chống lại Kỵ binh?,Bộ binh
Rise of Kingdoms,Người chỉ huy được coi là kẻ thù của La Mã từ khi còn nhỏ?,Hannibal Barca
Rise of Kingdoms,Ai vẽ Bữa Tiệc Ly?,Leonardo Da Vinci
Rise of Kingdoms,Lịch sử Ai Cập cổ đại trải dài bao nhiêu vương quốc?,"3 - Cũ, Trung, Mới"
Rise of Kingdoms,Đặc điểm nào sau đây không phải là đặc điểm của mỹ thuật thời kỳ phục hưng?,Phẳng / Hai chiều
Rise of Kingdoms,Người bảo trợ nghệ thuật thời Phục hưng nổi tiếng là Công tước Lorenzo thuộc gia đình nào?,Medici
Rise of Kingdoms,Điều nào sau đây không phải là trụ cột của thời kỳ Phục hưng?,Cách cư xử
Rise of Kingdoms,"Điều nào sau đây là một phong trào trí thức thời Phục hưng, trong đó các nhà tư tưởng nghiên cứu các văn bản cổ điển và tập trung vào tiềm năng và thành tựu của con người?",Chủ nghĩa nhân văn
Rise of Kingdoms,"Giai đoạn nào của lịch sử châu Âu, kéo dài từ năm 1300 đến năm 1600, đã chứng kiến ​​sự quan tâm trở lại đối với văn hóa cổ điển và dẫn đến những thay đổi sâu rộng trong nghệ thuật, học tập và quan điểm về thế giới?",Thời phục hưng
Rise of Kingdoms,Đơn vị nào mạnh chống bộ binh?,Người bắn cung
Rise of Kingdoms,hich trong số các chỉ huy sau đây xuất sắc dẫn đầu Calvary?,Minamoto no Yoshitsune
Rise of Kingdoms,Điều nào sau đây không đạt được Tín chỉ cá nhân?,Cung cấp tài nguyên cho đồng minh.
Rise of Kingdoms,Tại sao ếch và các sinh vật khác sinh ra nhiều trứng / con?,càng nhiều con đẻ ra càng có nhiều khả năng sống sót
Rise of Kingdoms,"Các họa sĩ thời Phục hưng ở Flanders, cũng như ở Ý, có xu hướng sản xuất loại tác phẩm nghệ thuật nào?",Thực tế
Rise of Kingdoms,Điều gì đã cung cấp hỗ trợ kinh tế chính cho thời kỳ phục hưng?,Những người bảo trợ giàu có
Rise of Kingdoms,Tại sao những đặc điểm thuận lợi có nhiều khả năng được truyền cho con cái hơn?,vì chúng có nhiều khả năng sống sót và sản xuất ...
Rise of Kingdoms,"Sau khi thành lập vào thế kỷ thứ 6 trước Công nguyên, thể chế nào của Cộng hòa La Mã phục vụ như một quốc hội tham vấn?",Thượng nghị viện
Rise of Kingdoms,Tên của điện được sản xuất bằng năng lượng nước sử dụng các đập lớn trên sông là gì?,Thủy điện
Rise of Kingdoms,Quá trình tách nguyên tử được gọi là,Sự phân hạch
Rise of Kingdoms,Ông già Noel đi trên xe trượt tuyết do con vật nào kéo?,Tuần lộc
Rise of Kingdoms,Cuộc chiến nào đã xảy ra giữa nhà Lancaster và York để tranh giành ngai vàng của nước Anh?,Cuộc chiến của hoa hồng
Rise of Kingdoms,Ai trong số này là chỉ huy duy nhất đánh bại Cyrus vĩ đại trong trận chiến?,Tomyris
Rise of Kingdoms,Người chỉ huy nào sau đây đã tham gia cuộc nổi dậy chống lại chính chồng cô?,Constance
Rise of Kingdoms,Người chỉ huy nào có biệt danh là Người rợ rống?,Lohar
Rise of Kingdoms,Chỉ huy nào được ghép với Minamoto?,Tomoe Gozen
Rise of Kingdoms,Vị tướng nào sau đây là tướng trong Chiến tranh Genpei của Nhật Bản?,Tomoe Gozen
Rise of Kingdoms,"Trong thần thoại Hy Lạp, chàng hoàng tử xứ sở Paris đã tặng quả táo vàng có khắc hình nữ thần xinh đẹp nhất cho ai?",Aphrodite
Rise of Kingdoms,"Trong 12 con giáp của Trung Quốc, con giáp nào đứng trước?",Chuột / Chuột
Rise of Kingdoms,Nền văn minh nào đầu tiên có nhà vệ sinh công cộng?,Rome cổ đại
Rise of Kingdoms,Loại nào sau đây là nhiên liệu hóa thạch được hình thành từ các sinh vật biển thường được tìm thấy trong các lớp gấp khúc hoặc nghiêng và được sử dụng để sưởi ấm và nấu ăn?,Khí tự nhiên
Rise of Kingdoms,Nguồn nào sau đây là nguồn năng lượng vô tận phụ thuộc vào magma nóng hoặc đá khô nóng dưới mặt đất?,Địa nhiệt
Rise of Kingdoms,Vật nào sau đây được coi là nguồn năng lượng?,Dầu mỏ
Rise of Kingdoms,"Ưu điểm của máy in Johannes Gutenberg bao gồm tất cả những điều sau, ngoại trừ",Tăng quyền lực của nhà thờ
Rise of Kingdoms,Ai là người phát minh ra máy in?,Johann Gutenberg
Rise of Kingdoms,Ai là người thành lập Vương quốc Asturias?,Pelagius
Rise of Kingdoms,Raphael được biết đến nhiều nhất vì?,Trường học Athens
Rise of Kingdoms,Giai đoạn nào sau đây là giai đoạn của Thống đốc Mạnh nhất?,Loại bỏ kẻ thù
Rise of Kingdoms,Cái nào trong hai cái này được tạo ra bởi Leonardo da Vinci?,"Bữa tối cuối cùng, Mona Lisa"
Rise of Kingdoms,Cuộc chiến nào đã xảy ra giữa người Anh?,War of Roses
Rise of Kingdoms,Hai công trình chính được quy cho homer?,The Odyssey and the Iliad
Rise of Kingdoms,Chỉ huy nào có biệt danh là Father of Conquest?,Baibars
Rise of Kingdoms,Người chỉ huy nào được gọi là Lady of the Mercians?,Æthelflæd
Rise of Kingdoms,Chỉ huy nào là một phần của Trận chiến Xích Bích?,Cao Cao
Rise of Kingdoms,Nhà thám hiểm người Bồ Đào Nha nào là người châu Âu đầu tiên đi thuyền đến cực nam của châu Phi?,Bartolomeu Dias
Rise of Kingdoms,Máy lạnh được phát minh ở nước nào?,Hoa Kỳ
Rise of Kingdoms,"Trong thần thoại Hy Lạp, anh hùng nào đã yêu cầu Bộ lông cừu vàng?",Jason
Rise of Kingdoms,"""Cuối cùng biện minh cho phương tiện"" là một niềm tin chính của tác giả của ""The Prince"". Tên của anh ấy là gì?",Machiavelli
Rise of Kingdoms,Ai đã vẽ nàng Mona Lisa?,Leonardo da Vinci
Rise of Kingdoms,Loại có thể di chuyển được sử dụng lần đầu tiên ở nước nào?,Trung Quốc
Rise of Kingdoms,“Nút thắt Windsor” được vua nào của nước Anh ưa chuộng?,Edward VIII
Rise of Kingdoms,"Học giả Hy Lạp cổ đại nào đã đặt nền móng cho nền toán học châu Âu trong tương lai và là tác giả của cuốn ""Các yếu tố"" của hình học?",Euclid
Rise of Kingdoms,Ai là vị vua duy nhất của nước Anh bị xử tử?,Charles I
Rise of Kingdoms,Oda Nobunaga đã nói gì về 4 từ đó?,Quy tắc bằng lực lượng tuyệt đối
Rise of Kingdoms,"Trong trường hợp bình thường, mắt thường ta có thể nhìn thấy mặt trời ở tầng nào?",Photosphere
Rise of Kingdoms,Vòng Olympic màu xanh lục tượng trưng cho điều nào sau đây?,Châu đại dương
Rise of Kingdoms,Nhà vật lý Hy Lạp cổ đại nào đã phát hiện ra khái niệm về lực nổi khi đang tắm?,Archimedes
Rise of Kingdoms,Làm thế nào để bạn nhận được các khoản tín dụng Công nghệ Liên minh?,Bằng cách quyên góp cho Liên minh
Rise of Kingdoms,Đột biến là sự thay đổi cái gì?,DNA
Rise of Kingdoms,Người sáng lập Kentucky Fried Chicken (KFC) được xếp hạng danh dự nào?,Đại tá
Rise of Kingdoms,Thành phố-nhà nước nào của Hy Lạp cổ đại được biết đến với sự dũng cảm và huấn luyện quân sự tàn bạo?,Sparta
Rise of Kingdoms,Nữ hoàng Victoria của Anh là một phần của ngôi nhà hoàng gia nào?,Ngôi nhà của Hanover
Rise of Kingdoms,Nguồn nào sau đây là nguồn năng lượng không thể quay được?,Nước
Rise of Kingdoms,Vị chỉ huy nào được coi là kẻ thù của La Mã ngay từ thuở nhỏ?,Hannibal Barca
Rise of Kingdoms,"Nhóm nghệ thuật nào được mệnh danh là ""Kho báu quốc gia"" của Canada?",Cirque du Soleil
Rise of Kingdoms,Hoàng đế La Mã nào được đặt tên là Augustus sau khi kết thúc một cuộc nội chiến?,Gaius Octavius
Rise of Kingdoms,"Trong thần thoại Bắc Âu, ai đã sử dụng vũ khí Gungnir?",Odin
Rise of Kingdoms,Các nhà nhân văn phương Bắc như Erasmus được biết đến nhiều nhất để làm gì?,Các tôn giáo
Rise of Kingdoms,"Trong thời kỳ Phục hưng, tại sao Florence lại có ý nghĩa quan trọng?",Nơi ra đời của thời kỳ Phục hưng
Rise of Kingdoms,Thống đốc có thể có bao nhiêu điểm hành động?,1000.0
Rise of Kingdoms,Tên nào sau đây là tên của đá trầm tích được hình thành từ nguyên liệu thực vật đã phân hủy ở các vùng đầm lầy?,Than đá
Rise of Kingdoms,Ashoka Đại đế là vua của vương quốc Ấn Độ cổ đại nào?,Maurya
Rise of Kingdoms,Loài người thường được cho là có nguồn gốc từ lục địa nào?,Châu phi
Rise of Kingdoms,Tên của năng lượng tái tạo có nguồn gốc từ việc đốt cháy các vật liệu hữu cơ như gỗ và rượu?,Sinh khối
Rise of Kingdoms,Vua Louis XIV của Pháp đã chuyển Hoàng gia đến đâu vào năm 1682?,cung điện của Versailles
Rise of Kingdoms,Ai là Hoàng đế của Đế chế Pháp đầu tiên?,Napoléon Bonaparte
Rise of Kingdoms,Chỉ huy nào sau đây xuất sắc trong việc dẫn đầu các cung thủ?,Yi Seong-Gye
Rise of Kingdoms,Ai là người thành lập triều đại joseon?,Yi Seong-Gye
Rise of Kingdoms,Trung tâm của một cơn bão được gọi là gì?,Con mắt
Rise of Kingdoms,Chính khách lỗi lạc nào đã từng là tướng đầu tiên của Mạc phủ Edo vào cuối thời Chiến quốc của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,"Trong Ark of Osiris, bạn định lấy Ark ở đâu?",Hộ tống Ark đến một tòa nhà không có kẻ thù
Rise of Kingdoms,Nhóm nào đã chinh phục Đế chế Byzantine?,Người Ottoman
Rise of Kingdoms,Điểm tập hợp cho cuộc Thập tự chinh đầu tiên ở đâu?,Constantinople
Rise of Kingdoms,Từ nào sau đây là thuật ngữ chỉ vật liệu có giá trị có nguồn gốc địa chất có thể khai thác từ trái đất,Tài nguyên thiên nhiên
Rise of Kingdoms,Chất nào sau đây là nhiên liệu hóa thạch lỏng được hình thành từ sinh vật biển được đốt cháy để thu năng lượng và dùng để sản xuất chất dẻo?,Dầu
Rise of Kingdoms,"Lần đầu tiên được tạo ra ở Hy Lạp cổ đại, lời thề Hippocrate áp dụng cho ngành nghề nào?",Nhiêu bác sĩ
Rise of Kingdoms,Ai là người sở hữu mọi thứ trong các Vương quốc Ai Cập cổ đại?,Pharaoh
Rise of Kingdoms,Ashoka đại đế là vua của vương quốc cổ đại nào?,Vương triều Maurya
Rise of Kingdoms,Nghệ sĩ nào đã thiết kế Vương cung thánh đường Thánh Peter ở Vatican?,Michelangelo
Rise of Kingdoms,Ai được đồng hương ca ngợi là đại diện dân chủ trung thực và tốt nhất của Hy Lạp cổ đại?,Pericles
Rise of Kingdoms,Tên của cuộc cách mạng năm 1688 thiết lập chế độ quân chủ lập hiến ở Anh là gì?,Cuộc cách mạng vinh quang
Rise of Kingdoms,Điều nào sau đây không phải là kỹ năng bị động của Pelagius?,Sạc điện
Rise of Kingdoms,Chính khách lỗi lạc nào đã từng là vị tướng đầu tiên của Mạc phủ Edo vào cuối thời kỳ chiến quốc của Nhật Bản?,Tokugawa Ieyasu
Rise of Kingdoms,Nền văn minh cổ đại duy nhất phát triển trong rừng rậm nhiệt đới chứ không phải lưu vực sông?,Người Inca
Rise of Kingdoms,Dân tộc nào thành lập nền văn minh Lưỡng Hà sớm nhất?,Người Sumer
Rise of Kingdoms,Những cơn gió lốc xoáy hình nón đáng chú ý để làm gì?,Quay
Rise of Kingdoms,Ai chỉ huy Quân đội Mẫu mới do Nghị viện thành lập trong Nội chiến Anh?,Cromwell
Rise of Kingdoms,Hoàng đế đầu tiên của La Mã là ai?,Gaius Octavius ​​Augustus
Rise of Kingdoms,Loại nước giải khát nào được phát minh bởi dược sĩ người Mỹ John Pemberton?,Cô-ca Cô-la
Rise of Kingdoms,Người chỉ huy nào sau đây giỏi thu thập tài nguyên?,Cleopatra VII
Rise of Kingdoms,Một quần thể càng có nhiều biến dị di truyền thì khả năng một số cá thể sẽ như thế nào?,Sống sót
Rise of Kingdoms,Chỉ huy nào xuất sắc dẫn đầu bộ binh?,Richard tôi
Rise of Kingdoms,Kẻ nào sau đây là kẻ thù của Richard the Lionheart?,Saladin
Rise of Kingdoms,"Trong thần thoại Hy Lạp, anh hùng nào đã tìm kiếm bộ lông cừu vàng?",Jason
Rise of Kingdoms,Chuyển thể đến từ đâu?,Cả đột biến và tái tổ hợp gen.
Rise of Kingdoms,Thành Cát Tư Hãn bắt đầu xây dựng Đế chế Mông Cổ của mình từ đâu?,Châu Á
Rise of Kingdoms,Ai là người sáng lập ra Đế chế Mông Cổ?,Thành Cát Tư Hãn
Rise of Kingdoms,Tên của hiện tượng mà các sinh vật thích nghi tốt hơn với môi trường sống sót để truyền các tính trạng cho con cái của chúng là gì?,Chọn lọc tự nhiên
Rise of Kingdoms,Chỉ huy nào sau đây là một phần của cuộc chiến tranh trăm năm?,Joan of Arc
Rise of Kingdoms,Chỉ huy nào được đặt biệt danh là bãi cỏ chết chóc?,Sarka
Rise of Kingdoms,Độc thần là gì?,Chỉ tin vào một vị thần.
Rise of Kingdoms,Khám phá nào khiến việc giải mã chữ tượng hình trở nên khả thi?,Đá Rosetta.
Rise of Kingdoms,"Kính đeo mắt được làm bằng thạch anh, cát, và chất gì?",Dầu mỏ
Rise of Kingdoms,"Khi Achilles từ chối chiến đấu, Patroclus mặc áo giáp cho Achilles, chiến đấu với lũ trojan và chết, Patroclus bị ai giết?",Hector
Rise of Kingdoms,"Trong Ark of Osiris, tốc độ nào có thể được sử dụng?",Tăng tốc độ chữa bệnh
Rise of Kingdoms,Đế chế Mughal mang Hồi giáo đến đâu?,Hầu hết Ấn Độ
Rise of Kingdoms,Pháp và Đức đều từng thuộc Vương quốc phong kiến ​​nào?,Francia
Rise of Kingdoms,"Trong lịch sử Nga, biệt danh nào mà Tzar đầu tiên được đặt cho chế độ chuyên chế của họ?",Ivan Bạo chúa
Rise of Kingdoms,Vật nào sau đây được coi là tài nguyên kim loại?,Bàn là
Rise of Kingdoms,Chỉ huy nào được gọi là Kẻ chinh phục hỗn loạn?,Cao Cao
Rise of Kingdoms,Bộ luật Babylon nào là bộ luật thành văn đầy đủ đầu tiên trong lịch sử được ghi chép lại?,Bộ luật Hammurabi
Rise of Kingdoms,"Người châu Âu nào đã viết tạp chí du lịch đầu tiên trình bày chi tiết về lịch sử, văn hóa và nghệ thuật của Trung Quốc?",Marco Polo
Rise of Kingdoms,"Định dạng hài phác thảo xuyên âm của Trung Quốc bắt nguồn từ ba nơi: Thiên Kiều ở Bắc Kinh, Chợ Lượng Tử ở Thiên Tân và nơi nào ở Nam Kinh?",Fuzimiao
Rise of Kingdoms,Homer 'The Iliad' tập trung vào các sự kiện xảy ra trong cuộc chiến hay trận chiến nào?,Cuộc chiến trojan
Rise of Kingdoms,Điều nào sau đây không phải là một phần của quốc kỳ Mexico.?,Lạc đà
Rise of Kingdoms,Chỉ huy nào được gọi là Celtic Rose?,Boudica
Rise of Kingdoms,Loại thiên tai nào được đo bằng thang độ Richter?,Động đất
Rise of Kingdoms,Truyện tranh nào được sách kỷ lục Guinness thế giới công nhận là truyện tranh có số lượng phát hành tích lũy lớn nhất so với truyện tranh của một tác giả?,Eiichiro Oda / One Piece
Rise of Kingdoms,"Ở Hy Lạp cổ đại, nhà triết học nào thích thảo luận về các ý tưởng trên một con phố mà sau đó có biệt danh là Trường học Peripatetic?",Aristotle
Rise of Kingdoms,Thí nghiệm Tháp nghiêng Pisa của Galileo đã lật ngược lý thuyết của các nhà khoa học Hy Lạp cổ đại nào?,Aristotle
Rise of Kingdoms,Vị chỉ huy nào đã thể hiện thiên tài quân sự của họ trong trận chiến Poitiers vào thế kỷ 8 sau Công nguyên?,Charles Martel
Rise of Kingdoms,Người chỉ huy nào đã thể hiện thiên tài quân sự của họ trong trận Tours vào thế kỷ thứ 8 sau Công nguyên?,Charles Martel
Rise of Kingdoms,Những người lính của La Mã cổ đại lấy vũ khí và áo giáp của họ ở đâu?,Chúng tôi
Rise of Kingdoms,Ai đã viết Art of War?,Binh pháp Tôn Tử
Rise of Kingdoms,Loại nào sau đây được coi là quốc hoa của Philippines?,Sampaguita
Rise of Kingdoms,Tên của điện được sản xuất bằng nước sử dụng các đập lớn trên sông là gì?,Năng lượng thủy điện
Rise of Kingdoms,"Cuốn tự truyện ""Sống để kể chuyện"" đã đoạt giải Nobel Văn học của ai?",Gabriel García Márquez
Rise of Kingdoms,Biện pháp chính thức nào khiến việc cho Martin Luther thức ăn hoặc chỗ ở trở thành tội phạm?,Sắc lệnh của Worms
Rise of Kingdoms,Thành phố nào sau đây đăng cai Thế vận hội năm 1900?,Paris
Rise of Kingdoms,Taj Mahal được xây dựng vào triều đại nào của Ấn Độ?,Vương triều Mughal
Rise of Kingdoms,Vị hoàng đế nào đã ban hành Tuyên ngôn thành Milan?,Constantine I
Rise of Kingdoms,"Thành tích nào sau đây phải hoàn thành trước thành tích ""Bông tuyết đặc biệt""?",Tấn công tầm xa
Rise of Kingdoms,Chỉ huy Lancelot giỏi cái gì?,Các đơn vị kỵ binh hàng đầu
Rise of Kingdoms,Commander Baybars giỏi cái gì?,Các đơn vị kỵ binh hàng đầu
Rise of Kingdoms,Chỉ huy Hermann giỏi cái gì?,Cung thủ hàng đầu
Rise of Kingdoms,Chỉ huy Osman tôi giỏi cái gì?,Tấn công các thành phố
Rise of Kingdoms,Có thể nhận được buff nào khi chiếm Sanctum of Courage?,Tăng EXP nhận được bởi các chỉ huy
Rise of Kingdoms,Chỉ huy Hannibal Barca giỏi điều gì?,Tấn công các thành phố
Rise of Kingdoms,Ai đã chiến thắng trong cuộc chiến thành Troy?,Người Hy Lạp
Rise of Kingdoms,đế chế cũ hiện nay trên đất nước Châu Á,Iran
Rise of Kingdoms,Chỉ huy Eulji Mundeok giỏi cái gì?,Đơn vị bộ binh dẫn đầu
Rise of Kingdoms,"Trong Chiến tranh Punic lần thứ hai, trong trận chiến nào mà quân đội La Mã đông hơn rất nhiều người Hannibal đã đánh bại?",Trận chiến của Cannae
Rise of Kingdoms,"Một ""ngày"" trên hành tinh Sao Kim xấp xỉ bằng bao nhiêu ngày trên trái đất?",243 ngày
Rise of Kingdoms,Khí nào sau đây KHÔNG phải là một trong những khí nhà kính chính trong khí quyển trái đất?,Nitơ
Rise of Kingdoms,"Một cách sử dụng khác của gin, ngoài việc là một thức uống phổ biến, vào thế kỷ 18 là gì?",Thuốc
Rise of Kingdoms,"Khi đánh bắt và thả cá biển sâu, tại sao phải chọc thủng bàng bơi của chúng?",Để ngăn chúng chết vì những chiếc phao bơi căng phồng
Rise of Kingdoms,Yếu tố nào sau đây cho phép một số loại đồ uống hỗn hợp nhất định được xếp lớp?,Tỉ trọng
Rise of Kingdoms,Khủng long đầu tiên tồn tại khi nào?,Trias
Rise of Kingdoms,Binh pháp Tôn Tử giỏi cái gì?,Các đơn vị đồn trú hàng đầu của thành phố.
Rise of Kingdoms,Không khí thường trong lành hơn sau cơn giông vì nó đã được làm giàu bằng loại khí nào?,Khí quyển
Rise of Kingdoms,"Asoka vĩ đại, là vua của vương quốc Ấn Độ cổ đại",Maurya
Rise of Kingdoms,Ai đã nghĩ ra ý tưởng về Con ngựa thành Troy? Ai đã chiến thắng trong cuộc chiến thành Troy?,Odysseus; Người Hy Lạp
Rise of Kingdoms,Keira đã từng bất chấp sự kỳ vọng của thế giới về mình trong một trận chiến vinh quang. Trận chiến này diễn ra ở đâu?,Hooàng hôn
Rise of Kingdoms,Đền Trời của Trung Quốc được xây dựng dưới triều đại của vị hoàng đế nào?,Hoàng đế Yongle (Zhu Di)
Rise of Kingdoms,Kỹ năng nào sau đây KHÔNG phải là một trong những kỹ năng của Keira?,Máu ngỗ ngược
Rise of Kingdoms,Danh hiệu 'Nữ hoàng' của vương quốc tăng theo thứ tự nào sau đây?,Tốc độ thu thập
Rise of Kingdoms,Ai là người đầu tiên trong số những người con của Henry VIII trị vì nước Anh?,Edward VI
Rise of Kingdoms,Henry I lên ngôi Englnd vào năm 1100 sau khi người họ hàng nào qua đời?,Anh trai của anh ấy
Rise of Kingdoms,Điều gì gây ra mùi đặc biệt trong không khí sau khi trời mưa?,Ảnh hưởng của xạ khuẩn
Rise of Kingdoms,"Trong số các quốc gia sau, quốc gia nào có diện tích nhỏ nhất?",Thành phố Vatican
Rise of Kingdoms,Bộ phận khó nhất trên cơ thể con người là gì?,Men răng
Rise of Kingdoms,Nhân vật lịch sử nào được chôn trong Đền khắc ở Palenque?,Pakal Đại đế
Rise of Kingdoms,Mô tả nào sau đây là chính xác về khí hậu Địa Trung Hải?,"Mùa hè nóng, khô và mùa đông mát, ẩm ướt."
Rise of Kingdoms,Kỹ năng nào sau đây KHÔNG phải là một trong những kỹ năng của Belisarius?,Lực lượng nguy hiểm
Rise of Kingdoms,Mô tả danh hiệu vương quốc nào sau đây là KHÔNG ĐÚNG?,Thủ tướng đã tăng cường tấn công quân.
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là ""thợ khoan"" nhận được ưu đãi gì?",+ 1% Tấn công quân
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy hoạt động với tư cách là ""Kiểm lâm viên"" nhận được ưu đãi gì?",+ 5% XP nhận và sát thương so với Barbarians
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là ""Nhân viên thuế"" sẽ nhận được ưu đãi gì?",+ 5% tốc độ thu thập
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy hoạt động như một ""Người bảo vệ sắt"" sẽ nhận được ưu đãi gì?",+ 1% Máu quân
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là ""Đội trưởng cung cấp"" sẽ nhận được ưu đãi gì?",+ 5% Tốc độ thu thập và tải quân
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là ""Đội trưởng phụ trách"" sẽ nhận được những ưu đãi gì?",+ 1% Tốc độ tấn công tập hợp & tập hợp quân số tháng 3
Rise of Kingdoms,"Trong trang Chế độ xem chỉ huy, các chỉ huy đóng vai trò là ""Vua đầu"" nhận được những ưu đãi gì?",+ 1% Lực lượng Phòng thủ và Máu
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, chỉ huy nào phù hợp nhất để dẫn quân chống lại kẻ thù bộ binh?",Hermann
Rise of Kingdoms,điều nào sau đây được đồng hương ca ngợi là đại diện dân chủ trung thực và tốt nhất của Hy Lạp cổ đại?,Pericles
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, chỉ huy nào phù hợp nhất để dẫn quân CHỐNG lại kẻ thù bắn cung?",Cao Cao
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, tướng nào thích hợp nhất để dẫn quân CHỐNG lại kẻ thù kỵ binh?",Binh pháp Tôn Tử
Rise of Kingdoms,Mô tả danh hiệu vương quốc nào sau đây không chính xác?,Quân đội của Dukes đã tăng cường tấn công
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, chỉ huy nào là phù hợp nhất để dẫn quân khi thu thập tài nguyên?",Seondeok
Rise of Kingdoms,"Vào thời nhà Hán của Trung Quốc, ai đã mở con đường tơ lụa theo lệnh của Hoàng đế Ngô?",Zhang Qian
Rise of Kingdoms,Tại sao bệnh còi từng là một vấn đề phổ biến đối với các thủy thủ?,Thiếu trái cây tươi và rau quả trong những chuyến đi dài
Rise of Kingdoms,Tại sao uống cà phê lại khiến người ta cảm thấy tỉnh táo hơn?,Nó chứa caffeine
Rise of Kingdoms,Bệnh nào sau đây có thể do thiếu vitamin D?,bệnh còi xương
Rise of Kingdoms,nhân viên thuế quan,tốc độ thu gom +5%
Rise of Kingdoms,thánh đường dũng cảm,nhận kinh nghiệm chỉ huy 10%
Rise of Kingdoms,tại sao scurvy là ván đề của thủy thủ,Thiếu trái cây tươi và rau quả trong những chuyến đi dài
Rise of Kingdoms,Brazil tổ chức olympic ở?,Rio dranero
Rise of Kingdoms,không phải là kỹ năng của Matilda Flanders,dòng máu
Rise of Kingdoms,"Tên nào sau đây là tên gọi khác của ""Cái chết đen"" hoành hành khắp châu Âu trong thời kỳ Hậu Trung Cổ?",Yersinia pestis
Rise of Kingdoms,"Trong thần thoại Hy Lạp, tên của con chó 3 đầu của Hades canh giữ cánh cổng của Thế giới ngầm là gì",Cerberus
Rise of Kingdoms,Người đẹp được cho là nguyên nhân của cuộc chiến thành Troy là ai?,Helen
Rise of Kingdoms,Những nhà Nhân văn phương Bắc như Erasmus thường được biết đến nhiều nhất vì điều gì?,Mối quan tâm đến tôn giáo và hình thái xã hội
Rise of Kingdoms,Ai đầu tiên thực hiện Lịch Julian ở Rome?,Julius Caesar
Rise of Kingdoms,Chỉ huy nào đã chỉ huy đánh chiếm Constantinople năm 21 tuổi?,Mehmed II
Rise of Kingdoms,"Ai được gọi là ""Napoléon của tội ác"" trong một số câu chuyện về Sherlock Holmes?",Giáo sư Moriarty
